code,name,date,fullName,avgYld,issueDate,maturity,coupon,payPerYr,compPerYr,durT,mdurT,convT
B401DN,P09南亞1B,20250815,南亞 109年度第 1期無擔保普通公司債乙券,1.75,20200924,20270924,0.58,1,1,1.598,1.5707,210.3122
B401DP,P09南亞1C,20201008,南亞 109年度第 1期無擔保普通公司債丙券,0.619,20200924,20300924,0.62,1,1,9.2203,9.1637,4736.4238
B401DQ,P10南亞1A,20240729,南亞 110年度第 1期無擔保普通公司債甲券,1.88,20210603,20260603,0.45,1,1,1.3439,1.3192,160.8107
B401DR,P10南亞1B,20251027,南亞 110年度第 1期無擔保普通公司債乙券,1.73,20210603,20280603,0.53,1,1,2.0903,2.0549,317.4087
B401DS,P12南亞1A,20231005,南亞 112年度第 1期無擔保普通公司債甲券,1.57,20231005,20281005,1.57,1,1,4.3831,4.3156,1169.398
B401DT,P12南亞1B,20231006,南亞 112年度第 1期無擔保普通公司債乙券,1.77,20231005,20331005,1.77,1,1,8.8379,8.6848,4378.7183
B401DU,P14南亞1,20250731,南亞 114年度第 1期無擔保普通公司債,1.94,20250520,20300520,2.08,1,1,4.1494,4.0709,1068.1434
B401DV,P14南亞2A,20250919,南亞 114年度第 2期無擔保普通公司債甲券,1.9,20250919,20300919,1.9,1,1,4.3594,4.2785,1153.3093
B401DW,P14南亞2B,20250919,南亞 114年度第 2期無擔保普通公司債乙券,2.03,20250919,20350919,2.03,1,1,8.7519,8.5787,4299.0937
B402B8,P03台塑1B,20250903,台塑 103年度第 1期無擔保普通公司債乙券,1.765,20140521,20260521,1.92,1,1,0.7151,0.7028,29.8069
B402BD,P07台塑1C,20220216,台塑 107年度第 1期無擔保普通公司債丙券,0.8,20180626,20280626,1.09,1,1,5.6726,5.6276,1954.1655
B402BF,P09台塑1B,20231107,台塑 109年度第 1期無擔保普通公司債乙券,1.665,20200622,20270622,0.63,1,1,3.0948,3.0444,609.361
B402BG,P09台塑1C,20200622,台塑 109年度第 1期無擔保普通公司債丙券,0.67,20200622,20300622,0.67,1,1,9.2396,9.1782,4753.6471
B402BH,P10台塑1A,20241223,台塑 110年度第 1期無擔保普通公司債甲券,2.0015,20210915,20260915,0.46,1,1,1.2257,1.2018,140.6562
B402BJ,P10台塑1B,20251031,台塑 110年度第 1期無擔保普通公司債乙券,1.735,20210915,20280915,0.52,1,1,2.3643,2.3241,385.944
B402BK,P12台塑1A,20250924,台塑 112年度第 1期無擔保普通公司債甲券,1.8816,20230627,20280627,1.55,1,1,2.2288,2.1879,358.8437
B402BL,P12台塑1B,20230627,台塑 112年度第 1期無擔保普通公司債乙券,1.62,20230627,20300627,1.62,1,1,6.2278,6.1289,2239.676
B402BM,P13台塑1A,20240515,台塑 113年度第 1期無擔保普通公司債甲券,1.82,20240514,20290514,1.82,1,1,4.3623,4.2846,1155.8722
B402BN,P13台塑1B,20240514,台塑 113年度第 1期無擔保普通公司債乙券,1.9,20240514,20340514,1.9,1,1,8.7959,8.6323,4339.3215
B402BP,P13台塑2A,20250812,台塑 113年度第 2期無擔保普通公司債甲券,1.9011,20241210,20291210,1.92,1,1,3.6858,3.6174,871.9371
B402BQ,P13台塑2B,20241210,台塑 113年度第 2期無擔保普通公司債乙券,2.0,20241210,20341210,2.0,1,1,8.7619,8.5908,4308.0922
B402BR,P14台塑1,20250915,台塑 114年度第 1期無擔保普通公司債,2.02,20250915,20300915,2.02,1,1,4.3509,4.2653,1147.5568
B40423,P10台聚1A,20221220,台聚 110年度第 1次無擔保普通公司債甲券,1.7,20210623,20260623,0.63,1,1,2.9796,2.9301,571.1943
B40424,P10台聚1B,20230110,台聚 110年度第 1次無擔保普通公司債乙券,1.65,20210623,20280623,0.73,1,1,4.8613,4.7828,1349.0667
B40425,P10台聚2A,20211026,台聚 110年度第 2次無擔保普通公司債甲券,0.63,20211026,20261026,0.63,1,1,4.4533,4.4255,1217.4201
B40426,P10台聚2B,20211026,台聚 110年度第 2次無擔保普通公司債乙券,0.77,20211026,20281026,0.77,1,1,6.368,6.3195,2347.4584
B40706,P11聯成1A,20220726,聯成 111年度第 1期有擔保普通公司債甲券,1.7993,20220726,20270726,1.8,1,1,4.8328,4.7478,1383.285
B40707,P11聯成1B,20220726,聯成 111年度第 1期有擔保普通公司債乙券,1.8,20220726,20270726,1.8,1,1,4.8328,4.7478,1383.2199
B50164,P09遠東新3,20251103,遠東新 109年度第 2次無擔保普通公司債乙券,1.71,20200610,20270610,0.85,1,1,1.5946,1.5679,198.3545
B50165,P09遠東新4,20210812,遠東新 109年度第 3次無擔保普通公司債,0.67,20200917,20270917,0.83,1,1,5.9325,5.8931,2098.9123
B50166,P09遠東新5,20250623,遠東新 109年度第 4次無擔保普通公司債,1.765,20201221,20251221,0.54,1,1,0.4987,0.4901,35.9666
B50167,P10遠東新1,20251110,遠東新 110年度第 1次無擔保普通公司債,1.645,20210428,20260428,0.67,1,1,0.4658,0.4583,33.0142
B50168,P10遠東新2,20220628,遠東新 110年度第 2次無擔保普通公司債,1.77,20210524,20260524,0.52,1,1,3.8773,3.8103,873.8335
B50169,P10遠東新3,20230824,遠東新 110年度第 3次無擔保普通公司債,1.623,20210927,20260927,0.63,1,1,3.0588,3.0102,590.72
B50170,P11遠東新1,20230703,遠東新 111年度第 1次無擔保普通公司債,1.63,20220914,20270914,1.75,1,1,3.5693,3.5123,831.9033
B50172,P11遠東新3,20221031,遠東新 111年度第 2次無擔保普通公司債乙券,1.8,20221026,20271026,1.8,1,1,4.819,4.7341,1376.3867
B50173,P12遠東新1,20230106,遠東新 112年度第 1次無擔保普通公司債甲券,1.7,20230106,20260106,1.7,1,1,2.9541,2.905,568.4775
B50174,P12遠東新2,20230615,遠東新 112年度第 1次無擔保普通公司債乙券,1.685,20230106,20280106,1.8,1,1,3.9272,3.8625,975.3422
B50175,P12遠東新3,20230330,遠東新 112年度第 2次無擔保普通公司債,1.5,20230330,20280330,1.5,1,1,4.8598,4.7882,1401.8245
B50176,P12遠東新4,20230807,遠東新 112年度第 3次無擔保普通公司債甲券,1.6,20230727,20260727,1.6,1,1,2.9267,2.8808,560.5244
B50177,P12遠東新5,20230727,遠東新 112年度第 3次無擔保普通公司債乙券,1.67,20230727,20280727,1.67,1,1,4.3759,4.3043,1164.5202
B50178,P12遠東新6,20241113,遠東新 112年度第 4次無擔保普通公司債,1.95,20231030,20281030,1.73,1,1,3.1999,3.139,657.3344
B50179,P12遠東新7,20231225,遠東新 112年度第 5次無擔保普通公司債甲券,1.77,20231225,20281225,1.77,1,1,4.8354,4.7518,1385.0374
B50180,P12遠東新8,20240708,遠東新 112年度第 5次無擔保普通公司債乙券,2.0,20231225,20281225,1.8,1,1,3.5506,3.4812,798.7248
B50181,P13遠東新1,20250721,遠東新 113年度第 1次無擔保普通公司債甲券,1.99,20240408,20290408,1.66,1,1,3.6228,3.5525,809.5249
B50182,P13遠東新2,20250721,遠東新 113年度第 1次無擔保普通公司債乙券,1.99,20240408,20290408,1.75,1,1,3.6178,3.5476,810.8933
B50183,P13遠東新3,20240927,遠東新 113年度第 2次無擔保普通公司債甲券,1.97,20240927,20270927,1.97,1,1,2.9468,2.8902,563.5848
B50184,P13遠東新4,20240927,遠東新 113年度第 2次無擔保普通公司債乙券,1.99,20240927,20290927,1.99,1,1,4.353,4.2685,1148.9381
B50185,P13遠東新5,20240927,遠東新 113年度第 2次無擔保普通公司債丙券,2.04,20240927,20310927,2.04,1,1,6.1615,6.039,2189.1071
B50186,P13遠東新6,20241227,遠東新 113年度第 3次無擔保普通公司債甲券,1.95,20241226,20271226,1.95,1,1,2.9446,2.8885,563.0522
B50187,P13遠東新7,20250102,遠東新 113年度第 3次無擔保普通公司債乙券,1.95,20241226,20291226,1.95,1,1,4.8002,4.7087,1364.5897
B50188,P13遠東新8,20241226,遠東新 113年度第 3次無擔保普通公司債丙券,1.98,20241226,20291226,1.98,1,1,4.3537,4.2695,1149.3742
B50189,P13遠東新9,20241226,遠東新 113年度第 3次無擔保普通公司債丁券,2.02,20241226,20311226,2.02,1,1,6.1646,6.043,2191.366
B50190,P14遠東新1,20250609,遠東新 114年度第 1次無擔保普通公司債甲券,2.03,20250609,20280609,2.03,1,1,2.9452,2.8869,562.5195
B50191,P14遠東新2,20250609,遠東新 114年度第 1次無擔保普通公司債乙券,2.05,20250609,20300609,2.05,1,1,4.8107,4.7145,1367.8711
B50192,P14遠東新3,20250610,遠東新 114年度第 1次無擔保普通公司債丙券,2.12,20250609,20300609,2.12,1,1,4.8018,4.7026,1362.3474
B50193,P14遠東新4,20250807,遠東新 114年度第 2次無擔保普通公司債甲券,1.98,20250807,20280807,1.98,1,1,2.9465,2.8897,563.4303
B50194,P14遠東新5,20250807,遠東新 114年度第 2次無擔保普通公司債乙券,2.05,20250807,20300807,2.05,1,1,4.8107,4.7146,1367.9342
B50195,P14遠東新6,20250807,遠東新 114年度第 2次無擔保普通公司債丙券,2.05,20250807,20320807,2.05,1,1,6.6038,6.4719,2486.3281
B50196,P14遠東新7,20251106,遠東新 114年度第 3次無擔保普通公司債甲券,1.88,20251104,20281104,1.88,1,1,2.9438,2.8897,563.4672
B50197,P14遠東新8,20251104,遠東新 114年度第 3次無擔保普通公司債乙券,1.95,20251104,20301104,1.95,1,1,4.8195,4.7278,1374.0229
B50198,P14遠東新9,20251104,遠東新 114年度第 3次無擔保普通公司債丙券,2.0,20251104,20321104,2.0,1,1,6.6129,6.484,2493.432
B50911,P12怡華1,20230421,怡華 112年度第 1次有擔保普通公司債,1.649,20230421,20260421,1.65,1,1,2.9555,2.9078,569.4212
B50912,P13怡華1,20240422,怡華 113年度第 1次有擔保普通公司債,1.8,20240422,20270422,1.8,1,1,2.9514,2.8993,566.6148
B50913,P14怡華1,20250108,怡華 113年度第 2次有擔保普通公司債,2.068,20250108,20280108,2.07,1,1,2.9441,2.8848,561.8449
B51406,P10新纖1,20210224,新纖 109年度第 2次有擔保普通公司債,0.5,20210114,20260114,0.56,1,1,4.8354,4.8114,1409.7806
B51407,P10新纖2,20211028,新纖 110年度第 1次有擔保普通公司債,0.54,20211028,20261028,0.54,1,1,4.9497,4.9231,1464.3813
B60104,P10中興電1,20210929,中興電 110年度第 1次有擔保普通公司債,0.5485,20210929,20260929,0.55,1,1,4.947,4.92,1463.7068
B60438,P10華新1,20230601,華新 110年度第 1次無擔保普通公司債,1.65,20211008,20261008,0.7,1,1,3.3152,3.2617,678.5486
B60439,P12華新1A,20230411,華新 112年度第 1次無擔保普通公司債甲類,1.7,20230411,20280411,1.7,1,1,4.8417,4.7612,1389.3664
B60440,P12華新1B,20241007,華新 112年度第 1次無擔保普通公司債乙類,2.007,20230411,20330411,2.1,1,1,7.822,7.6688,3542.8947
B60906,P10世界1A,20231117,世界 110年度國內第 1次無擔保普通公司債甲券,1.71,20211006,20261006,0.57,1,1,2.8716,2.8235,521.828
B60907,P10世界1B,20211006,世界 110年度國內第 1次無擔保普通公司債乙券,0.52,20211006,20261006,0.52,1,1,4.9516,4.926,1465.739
B60908,P11世界1A,20220331,世界 111年度國內第 1次無擔保普通公司債甲券,0.9,20220329,20270329,0.9,1,1,4.9098,4.8661,1437.5432
B60909,P11世界1B,20220329,世界 111年度國內第 1次無擔保普通公司債乙券,0.85,20220329,20270329,0.85,1,1,4.92,4.8785,1443.6436
B60910,P12世界1A,20230925,世界 112年度國內第 1次無擔保普通公司債甲券,1.68,20230925,20280925,1.68,1,1,4.8435,4.7638,1390.5918
B60911,P12世界1B,20231006,世界 112年度國內第 1次無擔保普通公司債乙券,1.73,20230925,20300925,1.75,1,1,6.6284,6.5162,2513.889
B60912,P13世界1,20240307,世界 113年度國內第 1次無擔保普通公司債,1.81,20240306,20310306,1.82,1,1,6.643,6.5254,2519.4455
B618BN,P09台積1B,20221207,台積電 109年度第 1期無擔保普通公司債乙類券,1.7516,20200323,20270323,0.62,1,1,4.2326,4.1601,1032.9177
B618BP,P09台積1C,20220209,台積電 109年度第 1期無擔保普通公司債丙類券,0.975,20200323,20300323,0.64,1,1,7.8911,7.8151,3429.9333
B618BR,P09台積2B,20231117,台積電 109年度第 2期無擔保普通公司債乙類券,1.7225,20200415,20270415,0.58,1,1,3.3773,3.3203,693.6137
B618BS,P09台積2C,20200810,台積電 109年度第 2期無擔保普通公司債丙類券,0.6,20200415,20300415,0.6,1,1,9.4162,9.36,4939.0082
B618BU,P09台積3B,20231020,台積電 109年度第 3期無擔保普通公司債乙類券,1.705,20200529,20270529,0.6,1,1,3.5735,3.5139,765.2911
B618BV,P09台積3C,20200601,台積電 109年度第 3期無擔保普通公司債丙類券,0.64,20200529,20300529,0.64,1,1,9.7118,9.65,5224.2809
B618BX,P09台積4B,20210423,台積電 109年度第 4期無擔保普通公司債乙類券,0.54,20200714,20270714,0.65,1,1,5.6101,5.58,1897.8535
B618BY,P09台積4C,20200714,台積電 109年度第 4期無擔保普通公司債丙類券,0.67,20200714,20300714,0.67,1,1,9.2396,9.1782,4753.6536
B618C1,P09台積5B,20230913,台積電 109年度第 5期無擔保普通公司債乙類券,1.5866,20200903,20270903,0.58,1,1,3.448,3.3944,731.8362
B618C2,P09台積5C,20240805,台積電 109年度第 5期無擔保普通公司債丙類券,1.94,20200903,20300903,0.6,1,1,5.4726,5.3689,1623.4006
B618C3,P09台積6A,20241024,台積電 109年度第 6期無擔保普通公司債甲類券,1.473,20201202,20251202,0.4,1,1,0.605,0.5962,59.1193
B618C4,P09台積6B,20250828,台積電 109年度第 6期無擔保普通公司債乙類券,1.624,20201202,20271202,0.44,1,1,1.754,1.7261,242.149
B618C5,P09台積6C,20210308,台積電 109年度第 6期無擔保普通公司債丙類券,0.601,20201202,20301202,0.48,1,1,9.044,8.99,4528.1305
B618C6,P09台積7A,20240731,台積電 109年度第 7期無擔保普通公司債甲類券,1.853,20201229,20251229,0.36,1,1,0.9111,0.8946,94.8961
B618C7,P09台積7B,20251020,台積電 109年度第 7期無擔保普通公司債乙類券,1.505,20201229,20271229,0.41,1,1,1.6836,1.6588,228.3336
B618C8,P09台積7C,20220705,台積電 109年度第 7期無擔保普通公司債丙類券,1.85,20201229,20301229,0.45,1,1,7.8421,7.7005,3047.6306
B618C9,P10台積1A,20220408,台積電 110年度第 1期無擔保普通公司債甲類券,1.17,20210330,20260330,0.5,1,1,3.9489,3.9034,933.228
B618CA,P10台積1B,20250521,台積電 110年度第 1期無擔保普通公司債乙類券,1.789,20210330,20280330,0.55,1,1,2.8452,2.7954,511.4652
B618CB,P10台積1C,20241212,台積電 110年度第 1期無擔保普通公司債丙類券,1.923,20210330,20310330,0.6,1,1,6.1745,6.0584,1998.4537
B618CC,P10台積2A,20240731,台積電 110年度第 2期無擔保普通公司債甲類券,1.905,20210503,20260503,0.5,1,1,1.7544,1.7218,227.575
B618CD,P10台積2B,20241212,台積電 110年度第 2期無擔保普通公司債乙類券,1.883,20210503,20280503,0.58,1,1,3.3599,3.298,681.72
B618CE,P10台積2C,20210503,台積電 110年度第 2期無擔保普通公司債丙類券,0.65,20210503,20310503,0.65,1,1,9.7191,9.6564,5226.7128
B618CF,P10台積3A,20231109,台積電 110年度第 3期無擔保普通公司債甲類券,1.695,20210625,20260625,0.52,1,1,2.6126,2.5692,444.7028
B618CG,P10台積3B,20241212,台積電 110年度第 3期無擔保普通公司債乙類券,1.883,20210625,20280625,0.58,1,1,3.5049,3.4403,732.4902
B618CH,P10台積3C,20210625,台積電 110年度第 3期無擔保普通公司債丙類券,0.65,20210625,20310625,0.65,1,1,9.7191,9.6564,5226.7073
B618CK,P10台積4B,20231219,台積電 110年度第 4期無擔保普通公司債乙類券,1.62,20210819,20260819,0.5,1,1,2.6542,2.6121,457.8971
B618CL,P10台積4C,20210820,台積電 110年度第 4期無擔保普通公司債丙類券,0.55,20210819,20280819,0.55,1,1,6.8877,6.85,2711.3684
B618CM,P10台積4D,20220705,台積電 110年度第 4期無擔保普通公司債丁類券,1.85,20210819,20310819,0.62,1,1,8.8451,8.6853,3864.3659
B618CN,P10台積5A,20211005,台積電 110年度第 6期無擔保普通公司債甲類券,0.535,20211005,20260405,0.535,1,1,4.4593,4.4356,1209.681
B618CP,P10台積5B,20250618,台積電 110年度第 6期無擔保普通公司債乙類券,1.71,20211005,20261005,0.54,1,1,1.2962,1.2745,142.506
B618CQ,P10台積5C,20250925,台積電 110年度第 6期無擔保普通公司債丙類券,1.6056,20211005,20281005,0.6,1,1,2.9948,2.9477,569.5805
B618CR,P10台積5D,20240528,台積電 110年度第 6期無擔保普通公司債丁類券,1.9825,20211005,20311005,0.62,1,1,7.186,7.0469,2613.986
B618CS,P10台積6A,20250220,台積電 110年度第 7期無擔保普通公司債甲類券,1.752,20211209,20261209,0.65,1,1,1.7967,1.7659,238.5664
B618CT,P10台積6B,20211209,台積電 110年度第 7期無擔保普通公司債乙類券,0.675,20211209,20270609,0.675,1,1,5.4189,5.3827,1729.014
B618CU,P10台積6C,20240711,台積電 110年度第 7期無擔保普通公司債丙類券,1.985,20211209,20281209,0.72,1,1,4.3465,4.2621,1071.9455
B618CV,P11台積1A,20251022,台積電 111年度第 1期無擔保普通公司債甲類券,1.1144,20220112,20270112,0.63,1,1,1.2212,1.2077,132.8193
B618CW,P11台積1B,20251112,台積電 111年度第 1期無擔保普通公司債乙類券,1.3277,20220112,20290112,0.72,1,1,3.1274,3.0865,625.2624
B618CX,P11台積2A,20220329,台積電 111年度第 2期無擔保普通公司債甲類券,0.84,20220329,20260929,0.84,1,1,4.4413,4.4042,1196.4387
B618CY,P11台積2B,20240726,台積電 111年度第 2期無擔保普通公司債乙類券,1.93,20220329,20270329,0.85,1,1,2.6523,2.6023,456.3515
B618CZ,P11台積2C,20251015,台積電 111年度第 2期無擔保普通公司債丙類券,1.541,20220329,20290329,0.9,1,1,3.4022,3.3507,720.039
B618D1,P11台積3,20220520,台積電 111年度第 3期無擔保普通公司債,1.5,20220520,20270520,1.5,1,1,4.8597,4.7882,1401.8477
B618D2,P11台積4A,20230725,台積電 111年度第 4期無擔保普通公司債甲類券,1.44,20220727,20260727,1.6,1,1,2.9159,2.8747,576.5549
B618D3,P11台積4B,20251001,台積電 111年度第 4期無擔保普通公司債乙類券,1.63,20220727,20270727,1.7,1,1,1.8056,1.7768,247.0749
B618D4,P11台積4C,20230628,台積電 111年度第 4期無擔保普通公司債丙類券,1.6173,20220727,20290727,1.75,1,1,5.7373,5.6464,1984.6801
B618D5,P11台積4D,20220727,台積電 111年度第 4期無擔保普通公司債丁類券,1.95,20220727,20320727,1.95,1,1,9.2007,9.0258,4729.802
B618D6,P11台積5A,20220825,台積電 111年度第 5期無擔保普通公司債甲類券,1.65,20220825,20270625,1.65,1,1,4.6895,4.6137,1310.3159
B618D7,P11台積5B,20250523,台積電 111年度第 5期無擔保普通公司債乙類券,1.738,20220825,20270825,1.65,1,1,2.2118,2.1742,350.4835
B618D8,P11台積5C,20220825,台積電 111年度第 5期無擔保普通公司債丙類券,1.65,20220825,20290825,1.65,1,1,6.677,6.569,2543.6002
B618D9,P11台積5D,20220825,台積電 111年度第 5期無擔保普通公司債丁類券,1.82,20220825,20320825,1.82,1,1,9.2498,9.0853,4776.3132
B618DA,P11台積6A,20240814,台積電 111年度第 6期無擔保普通公司債甲類券,1.855,20221020,20271020,1.75,1,1,3.0852,3.0292,625.1313
B618DB,P11台積6B,20221020,台積電 111年度第 6期無擔保普通公司債乙類券,1.8,20221020,20291020,1.8,1,1,6.6492,6.5318,2521.4899
B618DC,P11台積6C,20231102,台積電 111年度第 6期無擔保普通公司債丙類券,1.8515,20221020,20321020,2.0,1,1,8.3095,8.1592,3938.1413
